prevalence,calibration,fp_cost_regime,capacity,comparison,left_policy,right_policy,n_seeds,df,mean_paired_delta,sd_paired_delta,se_paired_delta,t_crit,ci95_low,ci95_high,interval_method,zero_status,ref_mean_cost_right,practical_band_abs,mean_abs_within_1pct_band,ci_within_1pct_practical_band,practical_band_note
baseline,calibrated_by_construction_T1.0,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1999.0710000000313,2478.6751816397054,783.825915371304,2.2621571627409915,225.93359120082187,3772.2084087992407,student_t_df_n_minus_1,excludes_0_positive,545664.851,5456.64851,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,5617.535999999998,1717.2238132404273,543.033850211936,2.2621571627409915,4389.108086132248,6845.9639138677485,student_t_df_n_minus_1,excludes_0_positive,528609.469,5286.094690000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,18747.661000000022,4366.700902609943,1380.8720712960521,2.2621571627409915,15623.911353088668,21871.410646911376,student_t_df_n_minus_1,excludes_0_positive,582513.95,5825.139499999999,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,58589.39600000002,5521.649528821795,1746.0988952272419,2.2621571627409915,54639.44587730758,62539.34612269246,student_t_df_n_minus_1,excludes_0_positive,746777.587,7467.77587,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,6410.931999999983,3731.6565743731153,1180.0534220560564,2.2621571627409915,3741.465698878857,9080.39830112111,student_t_df_n_minus_1,excludes_0_positive,593192.9800000001,5931.929800000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,12716.818000000005,3776.9913506911316,1194.3895370939758,2.2621571627409915,10014.92115355997,15418.71484644004,student_t_df_n_minus_1,excludes_0_positive,590432.626,5904.326260000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,high,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,37332.13199999998,6165.376005309004,1949.6630808126824,2.2621571627409915,32921.6876968079,41742.576303192065,student_t_df_n_minus_1,excludes_0_positive,620584.8,6205.848000000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,high,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,122152.50499999998,6930.886112226204,2191.7386317864193,2.2621571627409915,117194.44775524818,127110.56224475177,student_t_df_n_minus_1,excludes_0_positive,796003.339,7960.0333900000005,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,high,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,313807.55600000004,14361.428546786272,4541.482466160665,2.2621571627409915,303534.0089097121,324081.103090288,student_t_df_n_minus_1,excludes_0_positive,1183311.3220000002,11833.113220000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,low,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,235.49899999998743,1302.7490705977798,411.96542827564775,2.2621571627409915,-696.4315443754293,1167.4295443754042,student_t_df_n_minus_1,includes_0,566432.2950000002,5664.322950000002,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,low,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,-273.2699999999953,2811.511564811117,889.0780212707236,2.2621571627409915,-2284.5042140531505,1737.9642140531596,student_t_df_n_minus_1,includes_0,527050.215,5270.502149999999,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,low,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1904.7460000000021,1958.4006588722093,619.3006653210622,2.2621571627409915,503.79056405369965,3305.7014359463046,student_t_df_n_minus_1,excludes_0_positive,491772.745,4917.72745,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,low,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3159.5130000000004,1356.2847231073624,428.8948880710068,2.2621571627409915,2189.2853568871765,4129.740643112824,student_t_df_n_minus_1,excludes_0_positive,493169.02800000005,4931.690280000001,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,calibrated_by_construction_T1.0,low,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,9406.112999999988,4033.317227929401,1275.4468966253398,2.2621571627409915,6520.851667103207,12291.37433289677,student_t_df_n_minus_1,excludes_0_positive,582074.466,5820.74466,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,baseline,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,2131.6540000000155,2694.8654156632624,852.1912701112308,2.2621571627409915,203.86341429255162,4059.4445857074793,student_t_df_n_minus_1,excludes_0_positive,570079.043,5700.79043,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,4847.433000000031,1675.9649908306576,529.9866649728091,2.2621571627409915,3648.5198696745806,6046.346130325481,student_t_df_n_minus_1,excludes_0_positive,553518.4659999999,5535.184659999999,True,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,11189.891000000003,2411.855854230913,762.6957887380738,2.2621571627409915,9464.553258513779,12915.228741486228,student_t_df_n_minus_1,excludes_0_positive,535302.223,5353.0222300000005,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,28235.12300000002,4630.104895617734,1464.1677275648206,2.2621571627409915,24922.94548763506,31547.300512364982,student_t_df_n_minus_1,excludes_0_positive,597018.441,5970.18441,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,67778.162,3633.2869835171705,1148.9462260956907,2.2621571627409915,65179.0650650334,70377.2589349666,student_t_df_n_minus_1,excludes_0_positive,767526.5999999999,7675.265999999999,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,9339.506000000018,5157.711377947044,1631.0115468078204,2.2621571627409915,5649.901546875442,13029.110453124593,student_t_df_n_minus_1,excludes_0_positive,598448.977,5984.489769999999,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,24826.259,4656.348825813461,1472.4667869821171,2.2621571627409915,21495.30771093019,28157.210289069808,student_t_df_n_minus_1,excludes_0_positive,596370.5990000002,5963.705990000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,high,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,52921.64799999999,6255.306501446581,1978.1016007030544,2.2621571627409915,48446.87129534015,57396.424704659825,student_t_df_n_minus_1,excludes_0_positive,631279.8759999999,6312.79876,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,high,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,149245.19300000003,4253.162297883127,1344.9680119666223,2.2621571627409915,146202.66397807223,152287.72202192782,student_t_df_n_minus_1,excludes_0_positive,822070.4400000001,8220.7044,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,high,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,352053.91799999995,9939.916423020835,3143.2775648459574,2.2621571627409915,344943.3301422006,359164.5058577993,student_t_df_n_minus_1,excludes_0_positive,1209859.651,12098.596510000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,low,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,28.446999999997207,969.2004362136342,306.48808876638236,2.2621571627409915,-664.8772252976715,721.7712252976659,student_t_df_n_minus_1,includes_0,569790.893,5697.9089300000005,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,low,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1126.6449999999604,2390.552775425475,755.9591637181495,2.2621571627409915,-583.4534369447415,2836.7434369446623,student_t_df_n_minus_1,includes_0,536809.9389999999,5368.099389999999,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,low,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,2391.676999999996,1939.9477973277149,613.4653581382287,2.2621571627409915,1003.9219459941344,3779.432054005858,student_t_df_n_minus_1,excludes_0_positive,507306.049,5073.06049,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,low,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,6838.259000000003,1433.8875602164057,453.4350598865681,2.2621571627409915,5812.517631439712,7864.000368560293,student_t_df_n_minus_1,excludes_0_positive,505475.31500000006,5054.7531500000005,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T1.5,low,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,14972.820000000007,2272.743535793002,718.7046110530304,2.2621571627409915,13346.997216211415,16598.642783788597,student_t_df_n_minus_1,excludes_0_positive,595305.3200000001,5953.053200000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,baseline,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1762.0630000000006,1392.4950638097046,440.34560321801706,2.2621571627409915,765.9320395988607,2758.1939604011404,student_t_df_n_minus_1,excludes_0_positive,598442.1369999999,5984.421369999999,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3779.3759999999893,1836.7881985514255,580.8434286740094,2.2621571627409915,2465.416877394043,5093.335122605936,student_t_df_n_minus_1,excludes_0_positive,583517.0229999999,5835.17023,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,10920.206999999984,2489.3575772344307,787.2039854659321,2.2621571627409915,9139.42786573997,12700.986134259998,student_t_df_n_minus_1,excludes_0_positive,579407.6429999999,5794.076429999999,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,27443.038,2389.5151251796433,755.6310298990034,2.2621571627409915,25733.68185332462,29152.394146675382,student_t_df_n_minus_1,excludes_0_positive,650410.861,6504.10861,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,58062.040000000015,3236.4857835003736,1023.4666690615785,2.2621571627409915,55746.7975437557,60377.28245624433,student_t_df_n_minus_1,excludes_0_positive,841962.631,8419.626310000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,9895.276000000013,3537.3033146301464,1118.593524909447,2.2621571627409915,7364.841645430413,12425.710354569612,student_t_df_n_minus_1,excludes_0_positive,624870.208,6248.70208,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,23515.456999999995,2983.162851218482,943.3589241052412,2.2621571627409915,21381.430852799687,25649.483147200302,student_t_df_n_minus_1,excludes_0_positive,636173.3910000001,6361.733910000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,high,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,50604.97699999999,7678.021000165274,2428.003428312632,2.2621571627409915,45112.45165348289,56097.502346517096,student_t_df_n_minus_1,excludes_0_positive,688977.837,6889.778370000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,high,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,142627.09099999996,4859.562500558282,1536.7285933707442,2.2621571627409915,139150.76940531743,146103.41259468248,student_t_df_n_minus_1,excludes_0_positive,907534.517,9075.34517,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,high,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,328311.75,8956.682715800114,2832.3517661390947,2.2621571627409915,321904.52516482637,334718.97483517363,student_t_df_n_minus_1,excludes_0_positive,1334876.215,13348.76215,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,low,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,514.4580000000075,1010.7880258029688,319.63923931624277,2.2621571627409915,-208.61619471231302,1237.532194712328,student_t_df_n_minus_1,includes_0,588747.404,5887.47404,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,low,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1426.5649999999673,1575.9740157351036,498.3667422964968,2.2621571627409915,299.18110424205315,2553.9488957578815,student_t_df_n_minus_1,excludes_0_positive,566180.4299999999,5661.8043,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,low,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3491.3670000000157,1085.5587504245912,343.28381852679854,2.2621571627409915,2714.80505106654,4267.9289489334915,student_t_df_n_minus_1,excludes_0_positive,540505.573,5405.05573,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,low,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,6327.377000000013,1556.0140717376546,492.0548537963623,2.2621571627409915,5214.271588023101,7440.4824119769255,student_t_df_n_minus_1,excludes_0_positive,551267.1619999999,5512.671619999999,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
baseline,temperature_T2.5,low,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,12279.608999999997,1330.4683768963262,420.73104258197355,2.2621571627409915,11327.8492584357,13231.368741564293,student_t_df_n_minus_1,excludes_0_positive,646389.949,6463.899490000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,baseline,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,156.6090000000084,1709.630299200164,540.6325702307661,2.2621571627409915,-1066.3868411585913,1379.604841158608,student_t_df_n_minus_1,includes_0,966771.541,9667.71541,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1140.7519999999902,2249.2881535662063,711.2873679303797,2.2621571627409915,-468.2918141309053,2749.7958141308854,student_t_df_n_minus_1,includes_0,922535.0619999999,9225.35062,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3625.469000000018,3060.71397077891,967.8827413959401,2.2621571627409915,1435.966123857805,5814.97187614223,student_t_df_n_minus_1,excludes_0_positive,861555.53,8615.5553,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,13421.157000000017,3787.7262399376423,1197.784207138838,2.2621571627409915,10711.580876402855,16130.73312359718,student_t_df_n_minus_1,excludes_0_positive,822717.677,8227.17677,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,35492.70999999998,6270.781937768558,1982.995363359289,2.2621571627409915,31006.862835094587,39978.55716490537,student_t_df_n_minus_1,excludes_0_positive,917547.0630000001,9175.470630000002,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3132.4680000000053,4856.4192496731275,1535.7346101653013,2.2621571627409915,-341.6050484546754,6606.5410484546865,student_t_df_n_minus_1,includes_0,994413.8230000001,9944.13823,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,12550.153999999991,5652.424718217451,1787.4536412202592,2.2621571627409915,8506.652942446115,16593.655057553868,student_t_df_n_minus_1,excludes_0_positive,957550.8379999999,9575.50838,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,high,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,22841.177999999993,8840.085884711993,2795.4806107194554,2.2621571627409915,16517.361513157415,29164.99448684257,student_t_df_n_minus_1,excludes_0_positive,946920.1110000001,9469.201110000002,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,high,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,84510.13,7947.749808295827,2513.299166738141,2.2621571627409915,78824.65228785235,90195.60771214766,student_t_df_n_minus_1,excludes_0_positive,1033771.371,10337.71371,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,high,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,227374.53199999998,11747.591129473478,3714.9144989526194,2.2621571627409915,218970.81155722396,235778.252442776,student_t_df_n_minus_1,excludes_0_positive,1331655.997,13316.55997,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,low,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,-269.3090000000084,1216.5349331464383,384.70212419034146,2.2621571627409915,-1139.5656657588638,600.947665758847,student_t_df_n_minus_1,includes_0,961634.2469999999,9616.34247,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,low,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,84.50999999998604,1442.6543968439855,456.20737704834227,2.2621571627409915,-947.5027856852017,1116.5227856851739,student_t_df_n_minus_1,includes_0,906104.521,9061.04521,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,low,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,386.4460000000312,1852.2589662907176,585.7357149947711,2.2621571627409915,-938.5802431486062,1711.4722431486684,student_t_df_n_minus_1,includes_0,826058.14,8260.581400000001,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,low,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3636.140000000014,2570.309519804991,812.8032374197437,2.2621571627409915,1797.451334571874,5474.828665428154,student_t_df_n_minus_1,excludes_0_positive,739947.403,7399.47403,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,calibrated_by_construction_T1.0,low,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,8263.870999999996,4336.287452547524,1371.2544939259485,2.2621571627409915,5161.8778246246375,11365.864175375355,student_t_df_n_minus_1,excludes_0_positive,758765.826,7587.65826,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,baseline,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,2375.9080000000076,2770.2716040601845,876.0368006118342,2.2621571627409915,394.17507667124505,4357.64092332877,student_t_df_n_minus_1,excludes_0_positive,978685.543,9786.85543,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,3360.3289999999806,2827.2153873986026,894.0440060054891,2.2621571627409915,1337.8609480090133,5382.797051990948,student_t_df_n_minus_1,excludes_0_positive,927934.924,9279.34924,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,8976.553000000025,2457.368735267004,777.088225433107,2.2621571627409915,7218.657304754835,10734.448695245215,student_t_df_n_minus_1,excludes_0_positive,876287.589,8762.875890000001,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,25833.977000000003,3110.75067302644,983.7057359665262,2.2621571627409915,23608.680023353925,28059.27397664608,student_t_df_n_minus_1,excludes_0_positive,838040.594,8380.40594,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,53412.952999999994,4814.642284670198,1522.5235738514614,2.2621571627409915,49968.7653919699,56857.14060803009,student_t_df_n_minus_1,excludes_0_positive,943776.777,9437.76777,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,7561.323999999999,4572.921101854074,1446.0846242105706,2.2621571627409915,4290.053309412441,10832.594690587557,student_t_df_n_minus_1,excludes_0_positive,1002705.951,10027.059510000001,True,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,16137.66299999999,3813.141193041194,1205.8211209821968,2.2621571627409915,13409.906114185742,18865.419885814237,student_t_df_n_minus_1,excludes_0_positive,963594.354,9635.94354,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,high,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,41621.21000000001,3680.1138465330678,1163.7541803767842,2.2621571627409915,38988.615145190895,44253.80485480912,student_t_df_n_minus_1,excludes_0_positive,957398.701,9573.98701,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,high,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,126297.98899999999,8890.397636027144,2811.3905834422408,2.2621571627409915,119938.18165440354,132657.79634559643,student_t_df_n_minus_1,excludes_0_positive,1054212.542,10542.125419999998,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,high,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,275172.006,9163.583893800227,2897.7796634443225,2.2621571627409915,268616.77297829423,281727.23902170575,student_t_df_n_minus_1,excludes_0_positive,1377828.4849999999,13778.284849999998,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,low,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,480.86899999998275,1132.7120859585664,358.19501248294995,2.2621571627409915,-329.42441314642133,1291.1624131463868,student_t_df_n_minus_1,includes_0,968668.4290000001,9686.684290000001,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,low,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1501.3910000000149,1619.8841347210848,512.2523411289671,2.2621571627409915,342.5956973842799,2660.18630261575,student_t_df_n_minus_1,excludes_0_positive,907322.303,9073.22303,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,low,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,2957.094999999984,2487.848494146659,786.7267714923522,2.2621571627409915,1177.395398748464,4736.794601251504,student_t_df_n_minus_1,excludes_0_positive,840841.3399999999,8408.4134,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,low,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,6499.291000000003,1694.1884024082233,535.7494137051881,2.2621571627409915,5287.341626352525,7711.240373647481,student_t_df_n_minus_1,excludes_0_positive,768234.732,7682.34732,True,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T1.5,low,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,14344.244000000006,2591.472842875264,819.4956677957488,2.2621571627409915,12490.41600526064,16198.071994739372,student_t_df_n_minus_1,excludes_0_positive,774083.749,7740.83749,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,baseline,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,1846.1520000000019,2083.236446220713,658.7772074732326,2.2621571627409915,355.8944214639205,3336.4095785360832,student_t_df_n_minus_1,excludes_0_positive,1002911.9349999998,10029.119349999999,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,baseline,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,5227.222000000009,2670.878109610323,844.6058179053476,2.2621571627409915,3316.590899332713,7137.853100667305,student_t_df_n_minus_1,excludes_0_positive,965690.322,9656.90322,True,True,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,baseline,2000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,8964.88400000002,3105.9678686761786,982.1932804315474,2.2621571627409915,6743.008435475724,11186.759564524316,student_t_df_n_minus_1,excludes_0_positive,922383.7640000001,9223.837640000002,True,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,baseline,5000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,25672.676000000014,2246.514601481844,710.4102937508104,2.2621571627409915,24065.616265506687,27279.73573449334,student_t_df_n_minus_1,excludes_0_positive,912627.0179999999,9126.27018,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,baseline,10000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,55556.714,3155.003345337941,997.6996596718673,2.2621571627409915,53299.76056860904,57813.66743139096,student_t_df_n_minus_1,excludes_0_positive,1028993.2640000001,10289.93264,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,high,500,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,11762.208000000008,4576.196055774332,1447.1202555725822,2.2621571627409915,8488.594548508918,15035.821451491098,student_t_df_n_minus_1,excludes_0_positive,1019709.335,10197.09335,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
high,temperature_T2.5,high,1000,delta_C_D1,C_expected_exposure,D1_cost_aware_topk,10,9,21900.56100000001,3898.892265190925,1232.937990961655,2.2621571627409915,19111.461492530612,24689.660507469405,student_t_df_n_minus_1,excludes_0_positive,1010963.7880000001,10109.63788,False,False,project pre-specified 1% band of |mean cost of right policy|; not an industry standard
