roc_auc,brier,log_loss,T,label
0.8588927970261998,0.04248048204454577,0.15768971627520606,1.0,calibrated_by_construction
0.8588927970261998,0.045480466644504024,0.17921678163407756,1.5,temperature_T1.5
0.8588927970261998,0.06370629230848178,0.2596442554282651,2.5,temperature_T2.5
