prevalence,calibration,fp_cost_regime,capacity,policy,mean_cost,std_cost,n_seeds,ci95_low,ci95_high,interval_method,best_policy,best_mean_cost,abs_diff_from_best,pct_diff_from_best,near_eq_1pct,near_eq_0.005,near_eq_0.01,near_eq_0.02
baseline,temperature_T1.5,high,1000,B_topk_probability,660101.753,19670.687115975983,10,647909.7348123055,672293.7711876945,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,596370.599,63731.15399999998,0.1068650166639083,False,False,False,False
baseline,temperature_T1.5,high,1000,C_expected_exposure,621196.858,10421.88554595335,10,614737.3064155952,627656.4095844048,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,596370.599,24826.25899999996,0.04162891168952472,False,False,False,False
baseline,temperature_T1.5,high,1000,D1_cost_aware_topk,596370.599,10431.414772647584,10,589905.1411396993,602836.0568603008,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,596370.599,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,high,1000,D2_cost_aware_abstention,596370.599,10431.414772647584,10,589905.1411396993,602836.0568603008,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,596370.599,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,high,2000,A_fixed_threshold_fifo,654800.031,14656.339375617514,10,645715.9377408772,663884.1242591228,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,606414.314,48385.716999999946,0.07978986623986574,False,False,False,False
baseline,temperature_T1.5,high,2000,B_topk_probability,712777.621,11314.818831129222,10,705764.6236315677,719790.6183684324,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,606414.314,106363.30700000003,0.1753970916326359,False,False,False,False
baseline,temperature_T1.5,high,2000,C_expected_exposure,684201.524,9614.001705710509,10,678242.7040075173,690160.3439924826,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,606414.314,77787.20999999996,0.12827403345231717,False,False,False,False
baseline,temperature_T1.5,high,2000,D1_cost_aware_topk,631279.8759999999,8774.181402894168,10,625841.5820240191,636718.1699759808,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,606414.314,24865.561999999918,0.04100424647957752,False,False,False,False
baseline,temperature_T1.5,high,2000,D2_cost_aware_abstention,606414.314,10947.381784201689,10,599629.056472711,613199.571527289,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,606414.314,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,high,5000,A_fixed_threshold_fifo,657313.709,14254.276968781021,10,648478.8166024352,666148.6013975649,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,612782.533,44531.17599999998,0.0726704395146328,False,False,False,False
baseline,temperature_T1.5,high,5000,B_topk_probability,958252.538,12813.671447638199,10,950310.5421551336,966194.5338448663,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,612782.533,345470.0049999999,0.5637726051176459,False,False,False,False
baseline,temperature_T1.5,high,5000,C_expected_exposure,971315.633,6805.76357724187,10,967097.377032343,975533.8889676571,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,612782.533,358533.1,0.5850902737790666,False,False,False,False
baseline,temperature_T1.5,high,5000,D1_cost_aware_topk,822070.4400000001,6169.932105826717,10,818246.2764612498,825894.6035387503,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,612782.533,209287.907,0.34153699841180035,False,False,False,False
baseline,temperature_T1.5,high,5000,D2_cost_aware_abstention,612782.533,12804.249741492564,10,604846.3767891033,620718.6892108968,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,612782.533,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,high,10000,A_fixed_threshold_fifo,663300.917,15376.720103706555,10,653770.3271397598,672831.5068602402,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,609424.089,53876.82799999998,0.0884061345333528,False,False,False,False
baseline,temperature_T1.5,high,10000,B_topk_probability,1514687.773,12731.396551666336,10,1506796.7716639766,1522578.7743360235,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,609424.089,905263.684,1.4854412556704826,False,False,False,False
baseline,temperature_T1.5,high,10000,C_expected_exposure,1561913.569,6284.42211597762,10,1558018.4438177727,1565808.6941822271,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,609424.089,952489.4799999999,1.5629337553146834,False,False,False,False
baseline,temperature_T1.5,high,10000,D1_cost_aware_topk,1209859.651,10328.4755519491,10,1203457.9955297015,1216261.3064702987,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,609424.089,600435.562,0.9852507848602617,False,False,False,False
baseline,temperature_T1.5,high,10000,D2_cost_aware_abstention,609424.089,9771.14601327062,10,603367.8699566063,615480.3080433938,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,609424.089,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,500,A_fixed_threshold_fifo,634783.0430000001,10697.080875870397,10,628152.9235829753,641413.1624170248,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,569790.8929999999,64992.15000000014,0.11406316036012908,False,False,False,False
baseline,temperature_T1.5,low,500,B_topk_probability,632337.3570000001,10163.872215141935,10,626037.7237348371,638636.990265163,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,569790.8929999999,62546.46400000015,0.1097709085357392,False,False,False,False
baseline,temperature_T1.5,low,500,C_expected_exposure,569819.3400000001,7859.595876362418,10,564947.9120062767,574690.7679937235,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,569790.8929999999,28.447000000160187,4.9925332871475345e-05,True,True,True,True
baseline,temperature_T1.5,low,500,D1_cost_aware_topk,569790.8929999999,7878.433279920362,10,564907.789462589,574673.9965374109,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,569790.8929999999,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,500,D2_cost_aware_abstention,569790.8929999999,7878.433279920362,10,564907.789462589,574673.9965374109,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,569790.8929999999,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,1000,A_fixed_threshold_fifo,625947.373,6005.215968657853,10,622225.3015807741,629669.4444192259,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,536809.939,89137.43400000001,0.1660502675603404,False,False,False,False
baseline,temperature_T1.5,low,1000,B_topk_probability,622060.159,7217.105861575537,10,617586.9504431224,626533.3675568776,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,536809.939,85250.21999999997,0.15880894485450273,False,False,False,False
baseline,temperature_T1.5,low,1000,C_expected_exposure,537936.584,8740.643154580559,10,532519.0772456862,543354.0907543139,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,536809.939,1126.6450000000186,0.002098778204626384,True,True,True,True
baseline,temperature_T1.5,low,1000,D1_cost_aware_topk,536809.939,9029.77533232564,10,531213.2262652884,542406.6517347116,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,536809.939,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,1000,D2_cost_aware_abstention,536809.939,9029.77533232564,10,531213.2262652884,542406.6517347116,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,536809.939,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,2000,A_fixed_threshold_fifo,618214.7860000001,13435.371539093832,10,609887.456446269,626542.1155537312,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,507306.049,110908.73700000008,0.21862293425955204,False,False,False,False
baseline,temperature_T1.5,low,2000,B_topk_probability,599045.4110000001,16328.516366523032,10,588924.8917042083,609165.9302957918,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,507306.049,91739.36200000008,0.18083632588422,False,False,False,False
baseline,temperature_T1.5,low,2000,C_expected_exposure,509697.72599999997,6656.235331936197,10,505572.1485989629,513823.303401037,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,507306.049,2391.676999999967,0.004714465764235283,True,True,True,True
baseline,temperature_T1.5,low,2000,D1_cost_aware_topk,507306.049,5751.67786464754,10,503741.12212570745,510870.97587429255,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,507306.049,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,2000,D2_cost_aware_abstention,507306.049,5751.67786464754,10,503741.12212570745,510870.97587429255,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,507306.049,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,5000,A_fixed_threshold_fifo,615918.378,18287.782634889725,10,604583.492889856,627253.2631101441,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,505475.31500000006,110443.06299999997,0.2184934846917301,False,False,False,False
baseline,temperature_T1.5,low,5000,B_topk_probability,599963.506,16071.39963280266,10,590002.3493068158,609924.6626931843,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,505475.31500000006,94488.19099999999,0.18692938744199603,False,False,False,False
baseline,temperature_T1.5,low,5000,C_expected_exposure,512313.574,5384.4724226575845,10,508976.2434166233,515650.9045833767,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,505475.31500000006,6838.258999999962,0.013528373784187584,False,False,False,True
baseline,temperature_T1.5,low,5000,D1_cost_aware_topk,505475.31500000006,5814.2906396247345,10,501871.5803257154,509079.0496742847,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,505475.31500000006,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,5000,D2_cost_aware_abstention,505475.31500000006,5814.2906396247345,10,501871.5803257154,509079.0496742847,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,505475.31500000006,0.0,0.0,True,True,True,True
baseline,temperature_T1.5,low,10000,A_fixed_threshold_fifo,625664.115,15666.039800143242,10,615954.2029340728,635374.0270659272,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,537972.389,87691.72600000002,0.16300413886111176,False,False,False,False
baseline,temperature_T1.5,low,10000,B_topk_probability,685966.235,16142.547279263263,10,675960.9805386725,695971.4894613274,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,537972.389,147993.84600000002,0.27509561647781894,False,False,False,False
baseline,temperature_T1.5,low,10000,C_expected_exposure,610278.14,5533.719116057677,10,606848.3053576823,613707.9746423177,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,537972.389,72305.75100000005,0.13440420452507656,False,False,False,False
baseline,temperature_T1.5,low,10000,D1_cost_aware_topk,595305.3200000001,6188.9523035504535,10,591469.3676205645,599141.2723794356,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,537972.389,57332.9310000001,0.10657225569991122,False,False,False,False
baseline,temperature_T1.5,low,10000,D2_cost_aware_abstention,537972.389,8857.65130605737,10,532482.3598420455,543462.4181579545,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,537972.389,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,500,A_fixed_threshold_fifo,647518.73,21280.583867849014,10,634328.8874677148,660708.5725322851,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,598442.137,49076.59299999999,0.08200724843010176,False,False,False,False
baseline,temperature_T2.5,baseline,500,B_topk_probability,643697.095,22532.290027202824,10,629731.4369524502,657662.7530475497,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,598442.137,45254.957999999984,0.07562127597976943,False,False,False,False
baseline,temperature_T2.5,baseline,500,C_expected_exposure,600204.2,12718.967687082333,10,592320.9021540562,608087.4978459437,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,598442.137,1762.0629999999655,0.002944416662959623,True,True,True,True
baseline,temperature_T2.5,baseline,500,D1_cost_aware_topk,598442.137,12652.529049652101,10,590600.0182481641,606284.2557518359,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,598442.137,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,500,D2_cost_aware_abstention,598442.137,12652.529049652101,10,590600.0182481641,606284.2557518359,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,598442.137,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,1000,A_fixed_threshold_fifo,630624.8030000001,10835.219139648332,10,623909.0646000457,637340.5413999545,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,583517.023,47107.78000000003,0.08073077244226348,False,False,False,False
baseline,temperature_T2.5,baseline,1000,B_topk_probability,628837.241,11908.018817124354,10,621456.5744710776,636217.9075289224,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,583517.023,45320.21799999999,0.07766734510502873,False,False,False,False
baseline,temperature_T2.5,baseline,1000,C_expected_exposure,587296.399,11343.28095078166,10,580265.7606270406,594327.0373729593,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,583517.023,3779.375999999931,0.006476890735028189,True,False,True,True
baseline,temperature_T2.5,baseline,1000,D1_cost_aware_topk,583517.023,12341.040627121698,10,575867.9667726381,591166.079227362,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,583517.023,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,1000,D2_cost_aware_abstention,583517.023,12341.040627121698,10,575867.9667726381,591166.079227362,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,583517.023,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,2000,A_fixed_threshold_fifo,629856.527,10271.813414486405,10,623489.9910863505,636223.0629136495,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,579407.6429999999,50448.88400000008,0.08706975927827049,False,False,False,False
baseline,temperature_T2.5,baseline,2000,B_topk_probability,627190.338,12635.748583010016,10,619358.6198891428,635022.0561108572,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,579407.6429999999,47782.695000000065,0.08246818207746713,False,False,False,False
baseline,temperature_T2.5,baseline,2000,C_expected_exposure,590327.85,13852.094548092307,10,581742.2328493494,598913.4671506506,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,579407.6429999999,10920.207000000053,0.018847191837957952,False,False,False,True
baseline,temperature_T2.5,baseline,2000,D1_cost_aware_topk,579407.6429999999,14352.747001088144,10,570511.7182440964,588303.5677559035,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,579407.6429999999,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,2000,D2_cost_aware_abstention,579407.6429999999,14352.747001088144,10,570511.7182440964,588303.5677559035,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,579407.6429999999,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,5000,A_fixed_threshold_fifo,633090.934,13643.063903274318,10,624634.8753852755,641546.9926147246,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,633090.934,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,5000,B_topk_probability,690723.71,11383.110619894527,10,683668.3849423624,697779.0350576375,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,633090.934,57632.775999999954,0.09103396195529781,False,False,False,False
baseline,temperature_T2.5,baseline,5000,C_expected_exposure,677853.899,6639.442721749144,10,673738.7297665888,681969.0682334112,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,633090.934,44762.96499999997,0.07070542728700639,False,False,False,False
baseline,temperature_T2.5,baseline,5000,D1_cost_aware_topk,650410.861,8467.346067557886,10,645162.7455351709,655658.9764648292,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,633090.934,17319.927000000025,0.027357723937964377,False,False,False,False
baseline,temperature_T2.5,baseline,5000,D2_cost_aware_abstention,650410.861,8467.346067557886,10,645162.7455351709,655658.9764648292,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,633090.934,17319.927000000025,0.027357723937964377,False,False,False,False
baseline,temperature_T2.5,baseline,10000,A_fixed_threshold_fifo,628636.515,15146.631638650255,10,619248.5354478902,638024.4945521099,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,628636.515,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,baseline,10000,B_topk_probability,881559.303,11158.122795447724,10,874643.4268406898,888475.1791593101,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,628636.515,252922.78799999994,0.40233550225761217,False,False,False,False
baseline,temperature_T2.5,baseline,10000,C_expected_exposure,900024.6710000001,4593.411827521027,10,897177.6448532,902871.6971468002,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,628636.515,271388.1560000001,0.4317091825313394,False,False,False,False
baseline,temperature_T2.5,baseline,10000,D1_cost_aware_topk,841962.631,4217.5704058944575,10,839348.5537797495,844576.7082202506,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,628636.515,213326.11600000004,0.3393473190147092,False,False,False,False
baseline,temperature_T2.5,baseline,10000,D2_cost_aware_abstention,832942.128,7363.1802376793075,10,828378.3816068124,837505.8743931877,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,628636.515,204305.613,0.3249980046100249,False,False,False,False
baseline,temperature_T2.5,high,500,A_fixed_threshold_fifo,652220.361,9602.258975114419,10,646268.8192273455,658171.9027726545,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,624870.208,27350.15300000005,0.0437693342550907,False,False,False,False
baseline,temperature_T2.5,high,500,B_topk_probability,644468.184,10048.091891625976,10,638240.3121228233,650696.0558771767,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,624870.208,19597.976000000024,0.03136327472344469,False,False,False,False
baseline,temperature_T2.5,high,500,C_expected_exposure,634765.4839999999,12473.841489343633,10,627034.1169454663,642496.8510545336,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,624870.208,9895.275999999954,0.015835730161742573,False,False,False,True
baseline,temperature_T2.5,high,500,D1_cost_aware_topk,624870.208,10365.8691966138,10,618445.3757086188,631295.0402913812,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,624870.208,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,500,D2_cost_aware_abstention,624870.208,10365.8691966138,10,618445.3757086188,631295.0402913812,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,624870.208,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,1000,A_fixed_threshold_fifo,657057.8099999999,12586.979270673142,10,649256.3194220961,664859.3005779037,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,636173.3910000001,20884.418999999878,0.032828186930565724,False,False,False,False
baseline,temperature_T2.5,high,1000,B_topk_probability,659436.799,12784.440518859414,10,651512.9206724941,667360.6773275059,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,636173.3910000001,23263.407999999938,0.036567716174724346,False,False,False,False
baseline,temperature_T2.5,high,1000,C_expected_exposure,659688.848,8642.222983305468,10,654332.342699837,665045.3533001629,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,636173.3910000001,23515.456999999937,0.03696391162012611,False,False,False,False
baseline,temperature_T2.5,high,1000,D1_cost_aware_topk,636173.3910000001,7267.035541288054,10,631669.2357070185,640677.5462929816,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,636173.3910000001,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,1000,D2_cost_aware_abstention,636173.3910000001,7267.035541288054,10,631669.2357070185,640677.5462929816,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,636173.3910000001,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,2000,A_fixed_threshold_fifo,653708.283,16173.876630196033,10,643683.6104057863,663732.9555942138,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,653708.283,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,2000,B_topk_probability,706202.425,11983.221427787423,10,698775.1474100832,713629.7025899169,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,653708.283,52494.14199999999,0.08030209095576045,False,False,False,False
baseline,temperature_T2.5,high,2000,C_expected_exposure,739582.814,9639.30974687872,10,733608.3079210884,745557.3200789116,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,653708.283,85874.53099999996,0.13136521783983568,False,False,False,False
baseline,temperature_T2.5,high,2000,D1_cost_aware_topk,688977.837,11137.186126718867,10,682074.9375224106,695880.7364775895,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,653708.283,35269.554000000004,0.053953047432932714,False,False,False,False
baseline,temperature_T2.5,high,2000,D2_cost_aware_abstention,688977.837,11137.186126718867,10,682074.9375224106,695880.7364775895,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,653708.283,35269.554000000004,0.053953047432932714,False,False,False,False
baseline,temperature_T2.5,high,5000,A_fixed_threshold_fifo,655157.787,13926.41877881351,10,646526.1032138834,663789.4707861167,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,655157.787,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,5000,B_topk_probability,955881.373,9037.714957528486,10,950279.7392346043,961483.0067653958,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,655157.787,300723.586,0.45900940501223103,False,False,False,False
baseline,temperature_T2.5,high,5000,C_expected_exposure,1050161.608,8523.254675128872,10,1044878.8400211872,1055444.3759788128,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,655157.787,395003.821,0.6029140290138992,False,False,False,False
baseline,temperature_T2.5,high,5000,D1_cost_aware_topk,907534.517,10926.378977841816,10,900762.2771469601,914306.7568530398,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,655157.787,252376.72999999998,0.3852151878643548,False,False,False,False
baseline,temperature_T2.5,high,5000,D2_cost_aware_abstention,775521.267,12352.268467165619,10,767865.2516852805,783177.2823147195,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,655157.787,120363.47999999998,0.1837167814964855,False,False,False,False
baseline,temperature_T2.5,high,10000,A_fixed_threshold_fifo,660956.5140000001,20652.790167713527,10,648155.782034369,673757.2459656312,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,660956.5140000001,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,high,10000,B_topk_probability,1508744.3,10153.964227455368,10,1502450.8077692285,1515037.7922307716,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,660956.5140000001,847787.786,1.2826680243596176,False,False,False,False
baseline,temperature_T2.5,high,10000,C_expected_exposure,1663187.965,7264.471046678362,10,1658685.3991972452,1667690.530802755,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,660956.5140000001,1002231.451,1.5163349324370223,False,False,False,False
baseline,temperature_T2.5,high,10000,D1_cost_aware_topk,1334876.215,7282.3488470048,10,1330362.5684218025,1339389.8615781977,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,660956.5140000001,673919.701,1.019612768352261,False,False,False,False
baseline,temperature_T2.5,high,10000,D2_cost_aware_abstention,778480.821,11372.598264277804,10,771432.0115678777,785529.6304321223,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,660956.5140000001,117524.30699999991,0.17780943906394409,False,False,False,False
baseline,temperature_T2.5,low,500,A_fixed_threshold_fifo,637366.017,17370.65573429576,10,626599.5730320764,648132.4609679236,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,588747.404,48618.61300000001,0.08257974926034665,False,False,False,False
baseline,temperature_T2.5,low,500,B_topk_probability,634308.536,15346.344034378839,10,624796.7734225858,643820.2985774141,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,588747.404,45561.13199999998,0.07738655268873167,False,False,False,False
baseline,temperature_T2.5,low,500,C_expected_exposure,589261.862,6594.079432178875,10,585174.8092247599,593348.91477524,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,588747.404,514.4579999999842,0.0008738178657004901,True,True,True,True
baseline,temperature_T2.5,low,500,D1_cost_aware_topk,588747.404,6716.621802414603,10,584584.3986767952,592910.4093232048,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,588747.404,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,500,D2_cost_aware_abstention,588747.404,6716.621802414603,10,584584.3986767952,592910.4093232048,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,588747.404,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,1000,A_fixed_threshold_fifo,616810.039,15597.575216486168,10,607142.5617226615,626477.5162773385,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,566180.43,50629.60899999994,0.08942309962921172,False,False,False,False
baseline,temperature_T2.5,low,1000,B_topk_probability,613549.855,15034.945841945277,10,604231.0990218663,622868.6109781336,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,566180.43,47369.42499999993,0.08366489283283762,False,False,False,False
baseline,temperature_T2.5,low,1000,C_expected_exposure,567606.995,10517.686649446212,10,561088.0652764738,574125.9247235262,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,566180.43,1426.5649999999441,0.002519629652335288,True,True,True,True
baseline,temperature_T2.5,low,1000,D1_cost_aware_topk,566180.43,10328.76280689245,10,559778.5964872428,572582.2635127573,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,566180.43,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,1000,D2_cost_aware_abstention,566180.43,10328.76280689245,10,559778.5964872428,572582.2635127573,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,566180.43,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,2000,A_fixed_threshold_fifo,621338.63,14837.312536854864,10,612142.3684134425,630534.8915865575,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,540505.573,80833.05700000003,0.14955082988570784,False,False,False,False
baseline,temperature_T2.5,low,2000,B_topk_probability,602356.866,12394.410648071418,10,594674.7306909435,610039.0013090565,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,540505.573,61851.29300000006,0.11443229466942068,False,False,False,False
baseline,temperature_T2.5,low,2000,C_expected_exposure,543996.9400000001,6983.776234834853,10,539668.3506440775,548325.5293559226,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,540505.573,3491.3670000000857,0.006459446811291409,True,False,True,True
baseline,temperature_T2.5,low,2000,D1_cost_aware_topk,540505.573,7322.991723255428,10,535966.7357061184,545044.4102938815,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,540505.573,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,2000,D2_cost_aware_abstention,540505.573,7322.991723255428,10,535966.7357061184,545044.4102938815,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,540505.573,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,5000,A_fixed_threshold_fifo,613951.242,19374.011448034573,10,601943.1052963666,625959.3787036333,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,551267.162,62684.07999999996,0.11370907668902643,False,False,False,False
baseline,temperature_T2.5,low,5000,B_topk_probability,595405.4439999999,17252.241867761368,10,584712.3937069362,606098.4942930636,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,551267.162,44138.28199999989,0.08006695309016046,False,False,False,False
baseline,temperature_T2.5,low,5000,C_expected_exposure,557594.539,8957.132761976727,10,552042.8505968571,563146.2274031428,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,551267.162,6327.376999999979,0.011477877581251572,False,False,False,True
baseline,temperature_T2.5,low,5000,D1_cost_aware_topk,551267.162,7984.320087446116,10,546318.4291393438,556215.8948606562,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,551267.162,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,5000,D2_cost_aware_abstention,551267.162,7984.320087446116,10,546318.4291393438,556215.8948606562,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,551267.162,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,10000,A_fixed_threshold_fifo,618797.333,14993.259670045092,10,609504.4143788933,628090.2516211066,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,618797.333,0.0,0.0,True,True,True,True
baseline,temperature_T2.5,low,10000,B_topk_probability,688319.911,7927.65252006116,10,683406.3010614937,693233.5209385062,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,618797.333,69522.57799999998,0.11235112740862441,False,False,False,False
