prevalence,calibration,fp_cost_regime,capacity,policy,mean_cost,std_cost,n_seeds,ci95_low,ci95_high,interval_method,best_policy,best_mean_cost,abs_diff_from_best,pct_diff_from_best,near_eq_1pct,near_eq_0.005,near_eq_0.01,near_eq_0.02
baseline,temperature_T2.5,low,10000,C_expected_exposure,658669.558,4472.709949824843,10,655897.3436520702,661441.7723479298,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,618797.333,39872.22499999998,0.06443503045931838,False,False,False,False
baseline,temperature_T2.5,low,10000,D1_cost_aware_topk,646389.949,4741.321215878909,10,643451.2476645114,649328.6503354886,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,618797.333,27592.61600000004,0.044590715778020394,False,False,False,False
baseline,temperature_T2.5,low,10000,D2_cost_aware_abstention,646389.949,4741.321215878909,10,643451.2476645114,649328.6503354886,normal_approx_mean_pm_1.96_se,A_fixed_threshold_fifo,618797.333,27592.61600000004,0.044590715778020394,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,500,A_fixed_threshold_fifo,1094663.871,27760.127664846732,10,1077457.9656146385,1111869.7763853616,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,966771.541,127892.33000000007,0.13228805832214716,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,500,B_topk_probability,1081274.7380000001,30579.208096018767,10,1062321.5484609748,1100227.9275390254,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,966771.541,114503.19700000016,0.11843873360355792,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,500,C_expected_exposure,966928.15,24335.530569175808,10,951844.8318852192,982011.4681147808,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,966771.541,156.60900000005495,0.0001619917357497545,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,500,D1_cost_aware_topk,966771.541,24810.914677093413,10,951393.5767625036,982149.5052374963,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,966771.541,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,500,D2_cost_aware_abstention,966771.541,24810.914677093413,10,951393.5767625036,982149.5052374963,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,966771.541,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,1000,A_fixed_threshold_fifo,1088360.976,17807.979498691784,10,1077323.4759546758,1099398.4760453242,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,922535.0619999999,165825.9140000001,0.17975025647317902,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,1000,B_topk_probability,1067791.918,15589.632265672108,10,1058129.363814581,1077454.4721854192,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,922535.0619999999,145256.85600000015,0.157454022056454,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,1000,C_expected_exposure,923675.814,12416.617744964224,10,915979.9145896889,931371.7134103111,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,922535.0619999999,1140.752000000095,0.0012365405359521123,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,1000,D1_cost_aware_topk,922535.0619999999,12370.000000977103,10,914868.0565667629,930202.067433237,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,922535.0619999999,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,1000,D2_cost_aware_abstention,922535.0619999999,12370.000000977103,10,914868.0565667629,930202.067433237,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,922535.0619999999,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,2000,A_fixed_threshold_fifo,1045231.726,13700.542375673558,10,1036740.0418589906,1053723.4101410094,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,861555.53,183676.196,0.21319136097936717,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,2000,B_topk_probability,1035572.209,11650.090788251331,10,1028351.4079196304,1042793.0100803697,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,861555.53,174016.679,0.2019796437265048,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,2000,C_expected_exposure,865180.9990000001,10337.270494600738,10,858773.8923677701,871588.10563223,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,861555.53,3625.469000000041,0.004208050292475101,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,2000,D1_cost_aware_topk,861555.53,11009.334203701865,10,854731.873965284,868379.1860347161,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,861555.53,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,2000,D2_cost_aware_abstention,861555.53,11009.334203701865,10,854731.873965284,868379.1860347161,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,861555.53,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,5000,A_fixed_threshold_fifo,1017597.034,17216.97201246956,10,1006925.8441897278,1028268.2238102722,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,819710.037,197886.99699999997,0.24141097225579047,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,5000,B_topk_probability,1015479.1880000001,20301.951155218663,10,1002895.9083071884,1028062.4676928117,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,819710.037,195769.15100000007,0.23882731961716855,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,5000,C_expected_exposure,836138.834,9432.88396383771,10,830292.2719469584,841985.3960530417,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,819710.037,16428.79700000002,0.020042205485401445,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,5000,D1_cost_aware_topk,822717.677,11366.198663268628,10,815672.8340816776,829762.5199183224,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,819710.037,3007.640000000014,0.0036691511195928103,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,5000,D2_cost_aware_abstention,819710.037,10194.212283691,10,813391.5987655249,826028.4752344751,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,819710.037,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,baseline,10000,A_fixed_threshold_fifo,1027430.1130000001,15826.669218795156,10,1017620.641788928,1037239.5842110723,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,825238.023,202192.09000000008,0.24501063252632033,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,10000,B_topk_probability,1113825.433,12924.76333067914,10,1105814.5816926602,1121836.2843073397,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,825238.023,288587.4099999999,0.34970202772636894,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,10000,C_expected_exposure,953039.773,8106.180240491471,10,948015.5104339743,958064.0355660258,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,825238.023,127801.75,0.15486653115594504,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,10000,D1_cost_aware_topk,917547.0630000001,9971.805703173613,10,911366.4737922897,923727.6522077104,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,825238.023,92309.04000000004,0.11185747314990117,False,False,False,False
high,calibrated_by_construction_T1.0,baseline,10000,D2_cost_aware_abstention,825238.023,9554.529405504276,10,819316.0643210802,831159.9816789199,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,825238.023,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,500,A_fixed_threshold_fifo,1110986.324,22379.293762572986,10,1097115.494019717,1124857.153980283,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,994413.8230000001,116572.50099999993,0.1172273537472738,False,False,False,False
high,calibrated_by_construction_T1.0,high,500,B_topk_probability,1091068.9980000001,20686.288454236066,10,1078247.5035812766,1103890.4924187236,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,994413.8230000001,96655.17500000005,0.09719814101980764,False,False,False,False
high,calibrated_by_construction_T1.0,high,500,C_expected_exposure,997546.291,12950.706635061757,10,989519.3598660118,1005573.2221339882,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,994413.8230000001,3132.467999999877,0.0031500648196438807,True,True,True,True
high,calibrated_by_construction_T1.0,high,500,D1_cost_aware_topk,994413.8230000001,13550.16165530386,10,986015.3457951295,1002812.3002048706,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,994413.8230000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,500,D2_cost_aware_abstention,994413.8230000001,13550.16165530386,10,986015.3457951295,1002812.3002048706,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,994413.8230000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,1000,A_fixed_threshold_fifo,1115651.114,11672.868640198865,10,1108416.195060728,1122886.0329392722,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,957550.8380000001,158100.27599999995,0.16510901533982045,False,False,False,False
high,calibrated_by_construction_T1.0,high,1000,B_topk_probability,1088311.975,8470.220185034197,10,1083062.0781387032,1093561.871861297,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,957550.8380000001,130761.13699999999,0.13655790565973058,False,False,False,False
high,calibrated_by_construction_T1.0,high,1000,C_expected_exposure,970100.992,14796.40036596349,10,960930.088039674,979271.895960326,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,957550.8380000001,12550.153999999864,0.013106514559804357,False,False,False,True
high,calibrated_by_construction_T1.0,high,1000,D1_cost_aware_topk,957550.8380000001,13652.071508608975,10,949089.1964136478,966012.4795863524,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,957550.8380000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,1000,D2_cost_aware_abstention,957550.8380000001,13652.071508608975,10,949089.1964136478,966012.4795863524,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,957550.8380000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,2000,A_fixed_threshold_fifo,1120745.9810000001,22238.129746753773,10,1106962.6453831915,1134529.3166168088,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,945962.428,174783.5530000002,0.18476796522409047,False,False,False,False
high,calibrated_by_construction_T1.0,high,2000,B_topk_probability,1103136.289,19003.522978637688,10,1091357.783428751,1114914.7945712493,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,945962.428,157173.86100000015,0.16615232946651468,False,False,False,False
high,calibrated_by_construction_T1.0,high,2000,C_expected_exposure,969761.2890000001,13740.370958384223,10,961244.9188476716,978277.6591523286,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,945962.428,23798.86100000015,0.025158357557939024,False,False,False,False
high,calibrated_by_construction_T1.0,high,2000,D1_cost_aware_topk,946920.1109999999,14080.960720581734,10,938192.6411260007,955647.5808739992,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,945962.428,957.6829999999609,0.001012390103087647,True,True,True,True
high,calibrated_by_construction_T1.0,high,2000,D2_cost_aware_abstention,945962.428,14591.129579294891,10,936918.7521913756,955006.1038086243,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,945962.428,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,5000,A_fixed_threshold_fifo,1103919.223,11015.859190242314,10,1097091.5227367268,1110746.9232632732,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,938408.2,165511.02300000004,0.176374229253325,False,False,False,False
high,calibrated_by_construction_T1.0,high,5000,B_topk_probability,1223306.628,15517.831067926532,10,1213688.5766580072,1232924.6793419928,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,938408.2,284898.4280000001,0.3035975474212609,False,False,False,False
high,calibrated_by_construction_T1.0,high,5000,C_expected_exposure,1118281.501,11662.24236536624,10,1111053.1682941045,1125509.8337058953,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,938408.2,179873.30099999998,0.19167916584701625,False,False,False,False
high,calibrated_by_construction_T1.0,high,5000,D1_cost_aware_topk,1033771.371,11450.593200014122,10,1026674.2198058723,1040868.5221941278,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,938408.2,95363.17100000009,0.10162226949849766,False,False,False,False
high,calibrated_by_construction_T1.0,high,5000,D2_cost_aware_abstention,938408.2,13551.78883882452,10,930008.7142563345,946807.6857436654,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,938408.2,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,high,10000,A_fixed_threshold_fifo,1104023.7689999999,13721.749024990599,10,1095518.9408415675,1112528.5971584322,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,942235.1070000001,161788.66199999978,0.17170731678118184,False,False,False,False
high,calibrated_by_construction_T1.0,high,10000,B_topk_probability,1603184.125,13307.557111763574,10,1594936.015649075,1611432.234350925,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,942235.1070000001,660949.0179999999,0.7014693181030028,False,False,False,False
high,calibrated_by_construction_T1.0,high,10000,C_expected_exposure,1559030.5289999999,8569.278853550028,10,1553719.2349398623,1564341.8230601375,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,942235.1070000001,616795.4219999998,0.6546088310844479,False,False,False,False
high,calibrated_by_construction_T1.0,high,10000,D1_cost_aware_topk,1331655.997,7079.879934681942,10,1327267.8419537926,1336044.1520462073,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,942235.1070000001,389420.8899999999,0.4132948211194171,False,False,False,False
high,calibrated_by_construction_T1.0,high,10000,D2_cost_aware_abstention,942235.1070000001,16844.737470732234,10,931794.6305489609,952675.5834510393,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,942235.1070000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,500,A_fixed_threshold_fifo,1094447.533,28408.37953294378,10,1076839.8369441119,1112055.2290558883,normal_approx_mean_pm_1.96_se,C_expected_exposure,961364.9379999998,133082.5950000002,0.13843088065689393,False,False,False,False
high,calibrated_by_construction_T1.0,low,500,B_topk_probability,1083838.3769999999,30530.348348535663,10,1064915.4710462121,1102761.2829537876,normal_approx_mean_pm_1.96_se,C_expected_exposure,961364.9379999998,122473.43900000001,0.1273953668986418,False,False,False,False
high,calibrated_by_construction_T1.0,low,500,C_expected_exposure,961364.9379999998,18118.205886924756,10,950135.1576471634,972594.7183528363,normal_approx_mean_pm_1.96_se,C_expected_exposure,961364.9379999998,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,500,D1_cost_aware_topk,961634.2470000001,17958.946227795368,10,950503.1768065608,972765.3171934393,normal_approx_mean_pm_1.96_se,C_expected_exposure,961364.9379999998,269.3090000002412,0.0002801319138604171,True,True,True,True
high,calibrated_by_construction_T1.0,low,500,D2_cost_aware_abstention,961634.2470000001,17958.946227795368,10,950503.1768065608,972765.3171934393,normal_approx_mean_pm_1.96_se,C_expected_exposure,961364.9379999998,269.3090000002412,0.0002801319138604171,True,True,True,True
high,calibrated_by_construction_T1.0,low,1000,A_fixed_threshold_fifo,1071199.7119999998,21778.155415309957,10,1057701.4714274958,1084697.9525725038,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,906104.5210000001,165095.19099999976,0.18220325268634185,False,False,False,False
high,calibrated_by_construction_T1.0,low,1000,B_topk_probability,1056621.677,22492.39199909212,10,1042680.748006474,1070562.6059935258,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,906104.5210000001,150517.15599999984,0.1661145624059852,False,False,False,False
high,calibrated_by_construction_T1.0,low,1000,C_expected_exposure,906189.0310000001,19654.871433050434,10,894006.8154741415,918371.2465258586,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,906104.5210000001,84.51000000000931,9.326738587149077e-05,True,True,True,True
high,calibrated_by_construction_T1.0,low,1000,D1_cost_aware_topk,906104.5210000001,19333.413761111107,10,894121.5470034155,918087.4949965846,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,906104.5210000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,1000,D2_cost_aware_abstention,906104.5210000001,19333.413761111107,10,894121.5470034155,918087.4949965846,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,906104.5210000001,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,2000,A_fixed_threshold_fifo,1017244.7279999999,15042.31857017011,10,1007921.4023575692,1026568.0536424306,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,826058.14,191186.58799999987,0.23144446951397377,False,False,False,False
high,calibrated_by_construction_T1.0,low,2000,B_topk_probability,1009400.1220000001,14371.613093210919,10,1000492.5039190522,1018307.740080948,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,826058.14,183341.98200000008,0.22194803624839296,False,False,False,False
high,calibrated_by_construction_T1.0,low,2000,C_expected_exposure,826444.586,12197.623348601952,10,818884.4207228033,834004.7512771967,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,826058.14,386.4459999999963,0.0004678193716485819,True,True,True,True
high,calibrated_by_construction_T1.0,low,2000,D1_cost_aware_topk,826058.14,11767.683989009924,10,818764.4538986881,833351.826101312,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,826058.14,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,2000,D2_cost_aware_abstention,826058.14,11767.683989009924,10,818764.4538986881,833351.826101312,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,826058.14,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,5000,A_fixed_threshold_fifo,989291.349,22974.953512118587,10,975051.3252819832,1003531.3727180168,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,739947.403,249343.946,0.33697522957587833,False,False,False,False
high,calibrated_by_construction_T1.0,low,5000,B_topk_probability,945817.852,21811.88520728135,10,932298.70548584,959336.9985141599,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,739947.403,205870.4489999999,0.2782230847291722,False,False,False,False
high,calibrated_by_construction_T1.0,low,5000,C_expected_exposure,743583.543,11697.141197127366,10,736333.5797740797,750833.5062259202,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,739947.403,3636.1399999998976,0.004914051978907881,True,True,True,True
high,calibrated_by_construction_T1.0,low,5000,D1_cost_aware_topk,739947.403,13191.273868355398,10,731771.3667500396,748123.4392499605,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,739947.403,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,5000,D2_cost_aware_abstention,739947.403,13191.273868355398,10,731771.3667500396,748123.4392499605,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,739947.403,0.0,0.0,True,True,True,True
high,calibrated_by_construction_T1.0,low,10000,A_fixed_threshold_fifo,1004411.9380000001,13006.86531278666,10,996350.199356941,1012473.6766430591,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,737897.429,266514.5090000001,0.36118096977405256,False,False,False,False
high,calibrated_by_construction_T1.0,low,10000,B_topk_probability,958146.1640000001,15138.581128399655,10,948763.174205839,967529.1537941612,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,737897.429,220248.7350000001,0.29848150480546004,False,False,False,False
high,calibrated_by_construction_T1.0,low,10000,C_expected_exposure,767029.6969999999,8169.362780829427,10,761966.2734897529,772093.120510247,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,737897.429,29132.267999999924,0.039480105032321404,False,False,False,False
high,calibrated_by_construction_T1.0,low,10000,D1_cost_aware_topk,758765.826,10789.106205127226,10,752078.6686929711,765452.9833070289,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,737897.429,20868.396999999997,0.028280891326970592,False,False,False,False
high,calibrated_by_construction_T1.0,low,10000,D2_cost_aware_abstention,737897.429,11723.654599854912,10,730631.0325968163,745163.8254031837,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,737897.429,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,500,A_fixed_threshold_fifo,1104469.8960000002,27883.441698907616,10,1087187.55978448,1121752.2322155205,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,978685.543,125784.35300000024,0.12852376731184662,False,False,False,False
high,temperature_T1.5,baseline,500,B_topk_probability,1092773.991,27063.757036832827,10,1075999.700601551,1109548.2813984489,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,978685.543,114088.44799999997,0.11657314120558127,False,False,False,False
high,temperature_T1.5,baseline,500,C_expected_exposure,981061.451,19622.786053011278,10,968899.1221987226,993223.7798012774,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,978685.543,2375.908000000054,0.0024276520859980192,True,True,True,True
high,temperature_T1.5,baseline,500,D1_cost_aware_topk,978685.543,18971.101139009104,10,966927.132693146,990443.9533068539,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,978685.543,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,500,D2_cost_aware_abstention,978685.543,18971.101139009104,10,966927.132693146,990443.9533068539,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,978685.543,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,1000,A_fixed_threshold_fifo,1077915.899,23760.66602321218,10,1063188.8856222385,1092642.9123777614,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,927934.924,149980.97499999998,0.16162876417398422,False,False,False,False
high,temperature_T1.5,baseline,1000,B_topk_probability,1059462.653,22239.613401151786,10,1045678.3978046682,1073246.9081953317,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,927934.924,131527.72899999993,0.14174240628106796,False,False,False,False
high,temperature_T1.5,baseline,1000,C_expected_exposure,931295.2529999999,13154.879926311296,10,923141.7739490182,939448.7320509816,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,927934.924,3360.3289999999106,0.0036212981245653717,True,True,True,True
high,temperature_T1.5,baseline,1000,D1_cost_aware_topk,927934.924,11577.979599295097,10,920758.8178975998,935111.0301024002,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,927934.924,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,1000,D2_cost_aware_abstention,927934.924,11577.979599295097,10,920758.8178975998,935111.0301024002,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,927934.924,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,2000,A_fixed_threshold_fifo,1049133.249,18609.214382929564,10,1037599.1384283813,1060667.3595716187,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,876287.589,172845.66000000003,0.1972476412649501,False,False,False,False
high,temperature_T1.5,baseline,2000,B_topk_probability,1038370.121,18275.738788882853,10,1027042.7007429493,1049697.5412570508,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,876287.589,162082.532,0.18496499783246387,False,False,False,False
high,temperature_T1.5,baseline,2000,C_expected_exposure,885264.142,11946.738752353955,10,877859.4766065864,892668.8073934136,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,876287.589,8976.552999999956,0.010243843588203502,False,False,False,True
high,temperature_T1.5,baseline,2000,D1_cost_aware_topk,876287.589,11326.98194060385,10,869267.0528582112,883308.1251417889,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,876287.589,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,2000,D2_cost_aware_abstention,876287.589,11326.98194060385,10,869267.0528582112,883308.1251417889,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,876287.589,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,5000,A_fixed_threshold_fifo,1012792.726,28540.053828590168,10,995103.4173701379,1030482.0346298622,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,838040.5939999999,174752.1320000001,0.2085246624699902,False,False,False,False
high,temperature_T1.5,baseline,5000,B_topk_probability,1006167.6359999999,28215.023286518517,10,988679.7833872627,1023655.4886127372,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,838040.5939999999,168127.04200000002,0.20061921009998238,False,False,False,False
high,temperature_T1.5,baseline,5000,C_expected_exposure,863874.5710000001,11184.861483094453,10,856942.1220303869,870807.0199696133,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,838040.5939999999,25833.977000000188,0.030826641555265984,False,False,False,False
high,temperature_T1.5,baseline,5000,D1_cost_aware_topk,838040.5939999999,9278.140594321958,10,832289.942881052,843791.2451189478,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,838040.5939999999,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,5000,D2_cost_aware_abstention,838040.5939999999,9278.140594321958,10,832289.942881052,843791.2451189478,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,838040.5939999999,0.0,0.0,True,True,True,True
high,temperature_T1.5,baseline,10000,A_fixed_threshold_fifo,1023116.089,26420.756117792618,10,1006740.3347001338,1039491.8432998663,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,877074.2019999999,146041.8870000001,0.1665102982928691,False,False,False,False
high,temperature_T1.5,baseline,10000,B_topk_probability,1108267.633,20952.624147374932,10,1095281.0620084228,1121254.203991577,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,877074.2019999999,231193.43099999998,0.2635962048282889,False,False,False,False
high,temperature_T1.5,baseline,10000,C_expected_exposure,997189.7300000001,8882.144836862328,10,991684.5195943702,1002694.94040563,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,877074.2019999999,120115.52800000017,0.13695024631450758,False,False,False,False
high,temperature_T1.5,baseline,10000,D1_cost_aware_topk,943776.777,10629.273834720236,10,937188.6848224958,950364.8691775042,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,877074.2019999999,66702.57500000007,0.0760512335762443,False,False,False,False
high,temperature_T1.5,baseline,10000,D2_cost_aware_abstention,877074.2019999999,10824.534209947726,10,870365.0861880861,883783.3178119138,normal_approx_mean_pm_1.96_se,D2_cost_aware_abstention,877074.2019999999,0.0,0.0,True,True,True,True
high,temperature_T1.5,high,500,A_fixed_threshold_fifo,1122315.603,29765.039096465054,10,1103867.0406349972,1140764.1653650026,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,1002705.951,119609.65199999989,0.11928686758138118,False,False,False,False
high,temperature_T1.5,high,500,B_topk_probability,1098302.758,29610.140960692937,10,1079950.2024942106,1116655.3135057893,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,1002705.951,95596.80699999991,0.09533882481166198,False,False,False,False
high,temperature_T1.5,high,500,C_expected_exposure,1010267.275,20564.758192662295,10,997521.1058177936,1023013.4441822064,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,1002705.951,7561.324000000022,0.007540918643655305,True,False,True,True
high,temperature_T1.5,high,500,D1_cost_aware_topk,1002705.951,19278.287140524753,10,990757.1448368446,1014654.7571631554,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,1002705.951,0.0,0.0,True,True,True,True
high,temperature_T1.5,high,500,D2_cost_aware_abstention,1002705.951,19278.287140524753,10,990757.1448368446,1014654.7571631554,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,1002705.951,0.0,0.0,True,True,True,True
high,temperature_T1.5,high,1000,A_fixed_threshold_fifo,1102365.476,17896.865524917568,10,1091272.883824849,1113458.068175151,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,963594.3539999999,138771.1220000001,0.14401404639197388,False,False,False,False
high,temperature_T1.5,high,1000,B_topk_probability,1076736.966,17973.786469541377,10,1065596.6977294316,1087877.2342705685,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,963594.3539999999,113142.61200000008,0.11741726332281943,False,False,False,False
high,temperature_T1.5,high,1000,C_expected_exposure,979732.017,15044.208675723426,10,970407.5198580103,989056.5141419896,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,963594.3539999999,16137.663000000059,0.016747361514739698,False,False,False,True
high,temperature_T1.5,high,1000,D1_cost_aware_topk,963594.3539999999,13518.875381921205,10,955215.2682282734,971973.4397717265,normal_approx_mean_pm_1.96_se,D1_cost_aware_topk,963594.3539999999,0.0,0.0,True,True,True,True
