review_volume,precision_among_reviewed,fraud_dollars_captured,fraud_loss_remaining,fp_intervention_cost,review_cost,total_system_cost,review_effectiveness,policy_label,base_policy,info_set,deployable,is_oracle_reference,condition,e_true,e_hat,r_true,r_hat,abstention_rate,overlap_with_d1_oracle,spearman_vs_oracle_benefit,capacity_utilization,seed,capacity
2000,0.341,183472.2,478250.06,49699.55,50000.0,577949.61,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.765225,0.693162,1.0,1212,2000
1617,0.3562,167415.45,494306.81,39893.43,40425.0,574625.24,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98383,0.729794,0.693162,0.8085,1212,2000
2000,0.5325,102024.51,559697.75,40778.59,50000.0,650476.33,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.254705,1.0,1.0,1212,2000
2000,0.3165,189923.92,471798.34,58697.33,50000.0,580495.66,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.707213,0.369674,1.0,1212,2000
2000,0.3165,189923.92,471798.34,58697.33,50000.0,580495.66,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.707213,0.369674,1.0,1212,2000
2000,0.3525,183398.83,478323.43,47193.93,50000.0,575517.35,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,1.0,1.0,1.0,1212,2000
1488,0.369,160324.39,501397.87,35244.68,37200.0,573842.55,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.98512,0.744,1.0,0.744,1212,2000
2000,0.3475,186657.87,475064.39,48791.27,50000.0,573855.66,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.942691,0.998277,1.0,1212,2000
2000,0.3475,186657.87,475064.39,48791.27,50000.0,573855.66,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.9799,0.942691,0.998277,1.0,1212,2000
2000,0.5325,102024.51,559697.75,40778.59,50000.0,650476.33,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.254705,1.0,1.0,1212,2000
2000,0.3165,189923.92,471798.34,58697.33,50000.0,580495.66,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.707213,0.369674,1.0,1212,2000
2000,0.3165,189923.92,471798.34,58697.33,50000.0,580495.66,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.707213,0.369674,1.0,1212,2000
2000,0.3525,183398.83,478323.43,47193.93,50000.0,575517.35,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,1.0,1.0,1.0,1212,2000
1488,0.369,160324.39,501397.87,35244.68,37200.0,573842.55,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.98512,0.744,1.0,0.744,1212,2000
2000,0.3585,177506.26,484216.0,45496.85,50000.0,579712.85,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.918465,0.997616,1.0,1212,2000
956,0.3954,129779.52,531942.74,21981.08,23900.0,577823.82,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.99044,0.478,0.997616,0.478,1212,2000
2000,0.5325,102024.51,559697.75,40778.59,50000.0,650476.33,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.254705,1.0,1.0,1212,2000
2000,0.3165,189923.92,471798.34,58697.33,50000.0,580495.66,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.707213,0.369674,1.0,1212,2000
2000,0.3055,181658.6,480063.66,60224.42,50000.0,590288.08,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.609658,0.36609,1.0,1212,2000
2000,0.3525,183398.83,478323.43,47193.93,50000.0,575517.35,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,1.0,1.0,1.0,1212,2000
1488,0.369,160324.39,501397.87,35244.68,37200.0,573842.55,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98512,0.744,1.0,0.744,1212,2000
2000,0.343,179606.45,482115.81,49793.2,50000.0,581909.01,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.683502,0.831766,1.0,1212,2000
1807,0.347,171976.1,489746.16,45041.97,45175.0,579963.13,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98193,0.677093,0.831766,0.9035,1212,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,ORACLE,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,ORACLE,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,ORACLE,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.305,175615.92,477758.44,60429.55,50000.0,588187.99,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.671542,0.365667,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.34,171114.09,482260.27,49448.16,50000.0,581708.43,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.812415,0.998246,1.0,1229,2000
1516,0.3542,147479.19,505895.17,37086.37,37900.0,580881.55,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98484,0.726916,0.998246,0.758,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.2945,160683.8,492690.57,61385.74,50000.0,604076.31,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.533154,0.357421,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.329,159812.83,493561.53,50193.87,50000.0,593755.4,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.615509,0.990737,1.0,1229,2000
1531,0.3364,136757.06,516617.31,39053.78,38275.0,593946.09,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98469,0.574231,0.990737,0.7655,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.333,167805.36,485569.01,50271.62,50000.0,585840.62,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.885903,0.911614,1.0,1229,2000
1528,0.3501,148030.52,505343.85,38206.52,38200.0,581750.36,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98472,0.759601,0.911614,0.764,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.3195,162710.71,490663.65,52333.87,50000.0,592997.52,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.771479,0.695058,1.0,1229,2000
1630,0.3393,150975.07,502399.29,41688.04,40750.0,584837.34,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.9837,0.745192,0.695058,0.815,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.3345,172136.29,481238.08,51332.94,50000.0,582571.01,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.943635,0.998263,1.0,1229,2000
2000,0.3345,172136.29,481238.08,51332.94,50000.0,582571.01,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.97958,0.943635,0.998263,1.0,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.349,167103.78,486270.59,46922.23,50000.0,583192.82,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.906578,0.997562,1.0,1229,2000
961,0.3902,118904.48,534469.88,22242.49,24025.0,580737.37,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.99039,0.4805,0.997562,0.4805,1229,2000
2000,0.489,90045.93,563328.43,45256.83,50000.0,658585.26,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.237241,1.0,1.0,1229,2000
2000,0.3095,176810.89,476563.47,59887.32,50000.0,586450.78,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.729356,0.367415,1.0,1229,2000
2000,0.302,171386.99,481987.37,61107.22,50000.0,593094.59,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.625356,0.363522,1.0,1229,2000
2000,0.3385,170593.27,482781.09,49672.18,50000.0,582453.27,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,1.0,1.0,1.0,1229,2000
1500,0.3513,148124.68,505249.68,36949.06,37500.0,579698.74,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.985,0.75,1.0,0.75,1229,2000
2000,0.332,167474.63,485899.74,51556.68,50000.0,587456.41,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.707213,0.834226,1.0,1229,2000
1808,0.3352,157602.63,495771.73,46243.58,45200.0,587215.31,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98192,0.693197,0.834226,0.904,1229,2000
2000,0.512,94360.93,566683.13,41120.16,50000.0,657803.29,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.230769,1.0,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,ORACLE,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
1504,0.361,160927.69,500116.37,35132.6,37600.0,572848.97,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,ORACLE,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
1504,0.361,160927.69,500116.37,35132.6,37600.0,572848.97,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,ORACLE,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1246,2000
2000,0.512,94360.93,566683.13,41120.16,50000.0,657803.29,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.230769,1.0,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.3075,189770.42,471273.64,58514.25,50000.0,579787.89,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.667361,0.365493,1.0,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
1504,0.361,160927.69,500116.37,35132.6,37600.0,572848.97,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1246,2000
2000,0.3405,185575.75,475468.31,47580.82,50000.0,573049.13,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.823154,0.998215,1.0,1246,2000
1514,0.358,163786.24,497257.82,35876.34,37850.0,570984.15,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98486,0.723394,0.998215,0.757,1246,2000
2000,0.512,94360.93,566683.13,41120.16,50000.0,657803.29,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.230769,1.0,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.2935,178974.83,482069.23,60306.92,50000.0,592376.15,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.530222,0.357391,1.0,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
1504,0.361,160927.69,500116.37,35132.6,37600.0,572848.97,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1246,2000
2000,0.3195,174243.64,486800.42,49984.65,50000.0,586785.07,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.620746,0.990581,1.0,1246,2000
1505,0.3355,154624.84,506419.22,37565.3,37625.0,581609.52,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98495,0.567531,0.990581,0.7525,1246,2000
2000,0.512,94360.93,566683.13,41120.16,50000.0,657803.29,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.230769,1.0,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
1504,0.361,160927.69,500116.37,35132.6,37600.0,572848.97,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1246,2000
2000,0.3375,181584.98,479459.08,47799.44,50000.0,577258.52,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.877934,0.910262,1.0,1246,2000
1534,0.3579,162239.52,498804.54,36241.44,38350.0,573395.98,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98466,0.757335,0.910262,0.767,1246,2000
2000,0.512,94360.93,566683.13,41120.16,50000.0,657803.29,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.230769,1.0,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.313,190629.27,470414.79,57704.48,50000.0,578119.27,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.72637,0.367085,1.0,1246,2000
2000,0.345,185646.56,475397.5,47014.47,50000.0,572411.97,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1246,2000
