review_volume,precision_among_reviewed,fraud_dollars_captured,fraud_loss_remaining,fp_intervention_cost,review_cost,total_system_cost,review_effectiveness,policy_label,base_policy,info_set,deployable,is_oracle_reference,condition,e_true,e_hat,r_true,r_hat,abstention_rate,overlap_with_d1_oracle,spearman_vs_oracle_benefit,capacity_utilization,seed,capacity
2000,0.3375,168070.07,465349.46,48787.93,50000.0,564137.39,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.80424,0.99825,1.0,1110,2000
1474,0.3636,146058.32,487361.2,35253.42,36850.0,559464.62,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98526,0.708805,0.99825,0.737,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.2975,162288.69,471130.83,60424.44,50000.0,581555.27,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.529637,0.350808,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.3265,160894.48,472525.05,49677.85,50000.0,572202.9,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.605136,0.990846,1.0,1110,2000
1517,0.354,142694.33,490725.19,36861.88,37925.0,565512.07,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98483,0.572195,0.990846,0.7585,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.337,169282.82,464136.7,49165.38,50000.0,563302.08,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.880583,0.911207,1.0,1110,2000
1481,0.3538,145458.27,487961.26,36097.12,37025.0,561083.38,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98519,0.737893,0.911207,0.7405,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.327,163678.25,469741.27,51302.56,50000.0,571043.83,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.762115,0.695647,1.0,1110,2000
1594,0.34,149245.84,484173.68,40752.54,39850.0,564776.23,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98406,0.731214,0.695647,0.797,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.3335,169609.85,463809.68,50092.5,50000.0,563902.18,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.948368,0.998297,1.0,1110,2000
1979,0.3355,169415.68,464003.85,49507.04,49475.0,562985.88,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.98021,0.94858,0.998297,0.9895,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.3535,167414.26,466005.26,45757.41,50000.0,561762.68,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.908397,0.99765,1.0,1110,2000
986,0.3986,119417.68,514001.84,22197.89,24650.0,560849.73,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.99014,0.493,0.99765,0.493,1110,2000
2000,0.518,99085.33,534334.19,41320.2,50000.0,625654.39,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.240695,1.0,1.0,1110,2000
2000,0.3015,170042.63,463376.9,60219.98,50000.0,573596.87,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.722653,0.3628,1.0,1110,2000
2000,0.306,167076.25,466343.27,59790.19,50000.0,576133.46,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.618778,0.357595,1.0,1110,2000
2000,0.342,169445.98,463973.55,48357.75,50000.0,562331.3,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,1.0,1.0,1.0,1110,2000
1456,0.3599,146801.47,486618.06,34894.96,36400.0,557913.02,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98544,0.728,1.0,0.728,1110,2000
2000,0.3295,163801.6,469617.92,50616.01,50000.0,570233.93,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.701404,0.830352,1.0,1110,2000
1776,0.3384,156512.18,476907.34,44631.98,44400.0,565939.32,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98224,0.700901,0.830352,0.888,1110,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,ORACLE,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,ORACLE,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,ORACLE,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.31,180706.66,474984.5,59288.65,50000.0,584273.15,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.681379,0.363506,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3435,175343.53,480347.63,48792.61,50000.0,579140.24,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.812415,0.998184,1.0,1127,2000
1524,0.3491,152512.95,503178.21,37475.58,38100.0,578753.8,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,0.98476,0.72407,0.998184,0.762,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.2955,170212.93,485478.24,61030.01,50000.0,596508.25,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.537279,0.355811,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.333,167168.77,488522.4,49754.62,50000.0,588277.01,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.618778,0.990635,1.0,1127,2000
1562,0.3399,147110.95,508580.21,39098.26,39050.0,586728.47,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,VALUE_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98438,0.577502,0.990635,0.781,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3415,174082.41,481608.75,49095.14,50000.0,580703.89,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,,0.888574,0.909357,1.0,1127,2000
1522,0.3587,155795.07,499896.1,36766.68,38050.0,574712.78,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_LOW,0.8,0.8,25.0,25.0,0.98478,0.753984,0.909357,0.761,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3355,172723.67,482967.49,50455.93,50000.0,583423.43,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,,0.763668,0.690006,1.0,1127,2000
1641,0.348,158911.34,496779.83,40856.0,41025.0,578660.82,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,FP_COST_NOISE_HIGH,0.8,0.8,25.0,25.0,0.98359,0.745446,0.690006,0.8205,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3335,175669.87,480021.29,50442.27,50000.0,580463.56,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,,0.946472,0.998282,1.0,1127,2000
2000,0.3335,175669.87,480021.29,50442.27,50000.0,580463.56,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_OPTIMISM,0.8,1.0,25.0,25.0,0.97934,0.946472,0.998282,1.0,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3525,172341.88,483349.29,46374.33,50000.0,579723.61,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,,0.917546,0.997626,1.0,1127,2000
998,0.3828,126157.58,529533.58,23431.45,24950.0,577915.03,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,REVIEW_EFFECTIVENESS_PESSIMISM,0.8,0.6,25.0,25.0,0.99002,0.499,0.997626,0.499,1127,2000
2000,0.505,93318.24,562372.92,43615.25,50000.0,655988.17,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.246883,1.0,1.0,1127,2000
2000,0.3125,181867.66,473823.5,59104.71,50000.0,582928.21,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.723395,0.364815,1.0,1127,2000
2000,0.3065,179064.09,476627.08,59952.38,50000.0,586579.46,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.634655,0.361561,1.0,1127,2000
2000,0.3415,175767.54,479923.63,48871.01,50000.0,578794.64,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,1.0,1.0,1.0,1127,2000
1504,0.359,153969.11,501722.06,36362.13,37600.0,575684.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98496,0.752,1.0,0.752,1127,2000
2000,0.3295,172624.23,483066.93,51187.34,50000.0,584254.27,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,,0.698514,0.830619,1.0,1127,2000
1865,0.3357,166718.62,488972.55,47339.95,46625.0,582937.49,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,JOINT_MODERATE_MISSPECIFICATION,0.8,0.9,25.0,25.0,0.98135,0.69369,0.830619,0.9325,1127,2000
2000,0.504,102533.91,545462.31,43441.1,50000.0,638903.41,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.24533,1.0,1.0,1144,2000
2000,0.308,190519.78,457476.44,60036.13,50000.0,567512.57,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,ORACLE,0.8,0.8,25.0,25.0,,0.727862,0.366808,1.0,1144,2000
2000,0.308,190519.78,457476.44,60036.13,50000.0,567512.57,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,ORACLE,0.8,0.8,25.0,25.0,,0.727862,0.366808,1.0,1144,2000
2000,0.3395,183012.84,464983.38,48845.63,50000.0,563829.0,0.8,D1_oracle,D1_cost_aware_topk,full_true_decision_economics,False,True,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1144,2000
1529,0.3558,161389.38,486606.84,37385.34,38225.0,562217.18,0.8,D2_oracle,D2_cost_aware_abstention,full_true_decision_economics_plus_abstention,False,True,ORACLE,0.8,0.8,25.0,25.0,0.98471,0.7645,1.0,0.7645,1144,2000
2000,0.3395,183012.84,464983.38,48845.63,50000.0,563829.0,0.8,D1_est,D1_cost_aware_topk,full_estimated_decision_economics,True,False,ORACLE,0.8,0.8,25.0,25.0,,1.0,1.0,1.0,1144,2000
1529,0.3558,161389.38,486606.84,37385.34,38225.0,562217.18,0.8,D2_est,D2_cost_aware_abstention,full_estimated_decision_economics_plus_abstention,True,False,ORACLE,0.8,0.8,25.0,25.0,0.98471,0.7645,1.0,0.7645,1144,2000
2000,0.504,102533.91,545462.31,43441.1,50000.0,638903.41,0.8,B_topk_probability,B_topk_probability,probability_only,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.24533,1.0,1.0,1144,2000
2000,0.308,190519.78,457476.44,60036.13,50000.0,567512.57,0.8,C_oracle,C_expected_exposure,probability_plus_true_exposure,False,True,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.727862,0.366808,1.0,1144,2000
2000,0.3065,186347.46,461648.76,60627.13,50000.0,572275.89,0.8,C_est,C_expected_exposure,probability_plus_estimated_exposure,True,False,VALUE_NOISE_LOW,0.8,0.8,25.0,25.0,,0.668057,0.365071,1.0,1144,2000
